text,priority,sentiment
Urgent: classroom fan makes noise,Low,Calm
Exam results are delayed please update,Medium,Calm
Canteen prices are high and irritating since yesterday,Low,Frustrated
Urgent: canteen food could be better,Low,Calm
Urgent: wifi is a bit slow but okay,Low,Calm
Bus overcrowding causing problems,High,Frustrated
Hostel water issue happening repeatedly multiple times reported,High,Frustrated
Hostel water issue happening repeatedly in Block C,High,Frustrated
Ragging happening and no action taken,High,Angry
IT issues disrupting submissions in Block C,High,Frustrated
Classroom is too warm multiple times reported,Low,Frustrated
Water leakage in lab,Medium,Calm
WiFi is a bit slow but okay multiple times reported,Low,Calm
Bus is late again and it's annoying since yesterday,Medium,Frustrated
Fees portal keeps failing since yesterday,Medium,Frustrated
Exam hall arrangements very poor in Block C,High,Frustrated
Urgent: library closes slightly early,Low,Calm
Bus overcrowding causing problems in Block C,High,Frustrated
Bus did not come and students are stranded multiple times reported,High,Angry
Bus is late again and it's annoying since yesterday,Medium,Frustrated
Hostel bathroom is filthy and unacceptable,High,Angry
WiFi completely down and nobody responds,High,Angry
Parking space is poorly managed in Block C,Low,Frustrated
IT issues disrupting submissions since yesterday,High,Frustrated
WiFi is a bit slow but okay multiple times reported,Low,Calm
Urgent: hostel water issue happening repeatedly,High,Frustrated
Sports equipment is damaged multiple times reported,Low,Frustrated
Projector not working in seminar hall multiple times reported,Medium,Calm
Exam hall arrangements very poor since yesterday,High,Frustrated
Faculty missing classes frequently in Block C,High,Frustrated
IT issues disrupting submissions since yesterday,High,Frustrated
Hostel water issue happening repeatedly in Block C,High,Frustrated
Bus timing is manageable,Low,Calm
Water leakage in lab multiple times reported,Medium,Calm
Bus overcrowding causing problems multiple times reported,High,Frustrated
Internal marks not showing in portal in Block C,Medium,Calm
Bus did not come and students are stranded,High,Angry
Canteen prices are high and irritating in Block C,Low,Frustrated
Urgent: ragging happening and no action taken,High,Angry
Sports equipment is damaged in Block C,Low,Frustrated
Projector not working in seminar hall multiple times reported,Medium,Calm
Library closes slightly early since yesterday,Low,Calm
Exam timetable is confusing in Block C,Medium,Frustrated
Hostel water issue happening repeatedly,High,Frustrated
WiFi is a bit slow but okay multiple times reported,Low,Calm
Projector not working in seminar hall multiple times reported,Medium,Calm
Urgent: canteen food could be better,Low,Calm
Library closes slightly early in Block C,Low,Calm
Library seating is insufficient in Block C,Low,Frustrated
WiFi completely down and nobody responds since yesterday,High,Angry
Exam timetable is confusing multiple times reported,Medium,Frustrated
WiFi is a bit slow but okay in Block C,Low,Calm
Canteen prices are high and irritating since yesterday,Low,Frustrated
Bus overcrowding causing problems,High,Frustrated
Exam hall arrangements very poor in Block C,High,Frustrated
Urgent: exam timetable is confusing,Medium,Frustrated
Exam timetable is confusing multiple times reported,Medium,Frustrated
Faculty is not responding to doubts,Medium,Frustrated
Exam timetable is confusing in Block C,Medium,Frustrated
Canteen food could be better multiple times reported,Low,Calm
Faculty is not responding to doubts since yesterday,Medium,Frustrated
WiFi is a bit slow but okay,Low,Calm
Urgent: bus did not come and students are stranded,High,Angry
Canteen food could be better multiple times reported,Low,Calm
Hostel bathroom is filthy and unacceptable,High,Angry
Urgent: bonafide certificate request pending,Medium,Calm
Exam hall arrangements very poor,High,Frustrated
Bus is late again and it's annoying in Block C,Medium,Frustrated
Exam timetable is confusing multiple times reported,Medium,Frustrated
WiFi completely down and nobody responds multiple times reported,High,Angry
Canteen prices are high and irritating,Low,Frustrated
Safety issue reported multiple times ignored since yesterday,High,Angry
Library seating is insufficient in Block C,Low,Frustrated
Fees portal keeps failing in Block C,Medium,Frustrated
Hostel bathroom is filthy and unacceptable,High,Angry
Urgent: internal marks not showing in portal,Medium,Calm
Classroom fan makes noise since yesterday,Low,Calm
Safety issue reported multiple times ignored multiple times reported,High,Angry
Hostel bathroom is filthy and unacceptable in Block C,High,Angry
Urgent: wifi completely down and nobody responds,High,Angry
WiFi is a bit slow but okay multiple times reported,Low,Calm
Canteen food could be better since yesterday,Low,Calm
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
WiFi is slow and affecting studies in Block C,Medium,Frustrated
Exam timetable is confusing in Block C,Medium,Frustrated
WiFi is slow and affecting studies since yesterday,Medium,Frustrated
WiFi is a bit slow but okay,Low,Calm
Faculty is not responding to doubts in Block C,Medium,Frustrated
Faculty is not responding to doubts since yesterday,Medium,Frustrated
Bus did not come and students are stranded multiple times reported,High,Angry
WiFi is a bit slow but okay in Block C,Low,Calm
Bus timing is manageable,Low,Calm
Canteen food could be better in Block C,Low,Calm
Projector not working in seminar hall since yesterday,Medium,Calm
Bus timing is manageable since yesterday,Low,Calm
Faculty missing classes frequently since yesterday,High,Frustrated
Parking space is poorly managed multiple times reported,Low,Frustrated
Exam hall arrangements very poor in Block C,High,Frustrated
Faculty is not responding to doubts,Medium,Frustrated
Bus timing is manageable since yesterday,Low,Calm
Projector not working in seminar hall,Medium,Calm
Canteen food could be better multiple times reported,Low,Calm
Parking space is poorly managed since yesterday,Low,Frustrated
Bus timing is manageable multiple times reported,Low,Calm
Urgent: canteen food could be better,Low,Calm
Classroom is too warm since yesterday,Low,Frustrated
Urgent: water leakage in lab,Medium,Calm
Exam results are delayed please update multiple times reported,Medium,Calm
Urgent: classroom fan makes noise,Low,Calm
Classroom is too warm since yesterday,Low,Frustrated
WiFi is slow and affecting studies since yesterday,Medium,Frustrated
Urgent: safety issue reported multiple times ignored,High,Angry
Library closes slightly early in Block C,Low,Calm
Fees portal keeps failing multiple times reported,Medium,Frustrated
Classroom is too warm,Low,Frustrated
Internal marks not showing in portal multiple times reported,Medium,Calm
Urgent: parking space is poorly managed,Low,Frustrated
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
Canteen food could be better,Low,Calm
Hostel bathroom is filthy and unacceptable multiple times reported,High,Angry
Exam hall arrangements very poor,High,Frustrated
Urgent: projector not working in seminar hall,Medium,Calm
Parking space is poorly managed in Block C,Low,Frustrated
Hostel water issue happening repeatedly since yesterday,High,Frustrated
Library closes slightly early since yesterday,Low,Calm
Urgent: hostel water issue happening repeatedly,High,Frustrated
Hostel water issue happening repeatedly,High,Frustrated
Faculty missing classes frequently in Block C,High,Frustrated
Exam results are delayed please update,Medium,Calm
Urgent: bonafide certificate request pending,Medium,Calm
Faculty is not responding to doubts,Medium,Frustrated
Ragging happening and no action taken in Block C,High,Angry
Urgent: water leakage in lab,Medium,Calm
Bus did not come and students are stranded,High,Angry
Sports equipment is damaged,Low,Frustrated
IT issues disrupting submissions,High,Frustrated
Internal marks not showing in portal since yesterday,Medium,Calm
Library closes slightly early in Block C,Low,Calm
Fees portal keeps failing since yesterday,Medium,Frustrated
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
Safety issue reported multiple times ignored multiple times reported,High,Angry
Bus overcrowding causing problems multiple times reported,High,Frustrated
Bus overcrowding causing problems multiple times reported,High,Frustrated
Urgent: parking space is poorly managed,Low,Frustrated
Parking space is poorly managed since yesterday,Low,Frustrated
Bus timing is manageable multiple times reported,Low,Calm
Safety issue reported multiple times ignored since yesterday,High,Angry
Classroom fan makes noise in Block C,Low,Calm
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Exam hall arrangements very poor in Block C,High,Frustrated
Library seating is insufficient since yesterday,Low,Frustrated
Library seating is insufficient since yesterday,Low,Frustrated
Water leakage in lab since yesterday,Medium,Calm
Urgent: exam hall arrangements very poor,High,Frustrated
Exam timetable is confusing since yesterday,Medium,Frustrated
Water leakage in lab multiple times reported,Medium,Calm
Ragging happening and no action taken,High,Angry
Bus overcrowding causing problems multiple times reported,High,Frustrated
Library closes slightly early since yesterday,Low,Calm
Bus overcrowding causing problems in Block C,High,Frustrated
WiFi completely down and nobody responds multiple times reported,High,Angry
Parking space is poorly managed multiple times reported,Low,Frustrated
Ragging happening and no action taken since yesterday,High,Angry
Water leakage in lab in Block C,Medium,Calm
Library closes slightly early since yesterday,Low,Calm
Urgent: bus did not come and students are stranded,High,Angry
Bus did not come and students are stranded in Block C,High,Angry
Faculty is not responding to doubts since yesterday,Medium,Frustrated
Classroom is too warm,Low,Frustrated
Urgent: hostel water issue happening repeatedly,High,Frustrated
Library closes slightly early since yesterday,Low,Calm
Urgent: classroom is too warm,Low,Frustrated
Urgent: library seating is insufficient,Low,Frustrated
Classroom is too warm in Block C,Low,Frustrated
Urgent: wifi completely down and nobody responds,High,Angry
Faculty missing classes frequently multiple times reported,High,Frustrated
Faculty missing classes frequently in Block C,High,Frustrated
Classroom fan makes noise since yesterday,Low,Calm
Fees portal keeps failing multiple times reported,Medium,Frustrated
